Type,Bedrooms,Bathrooms,Surface,Price,Price_per_m²,City,Zip_code,Region,Longitude,Latitude,Geographic_coordinates
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.6550439487441,51.03030765,"51.03030765, 2.6550439487441"
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.7515311775286,51.05092295,"51.05092295, 2.7515311775286"
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.7457710712354,51.0631103,"51.0631103, 2.7457710712354"
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.6434487702288,51.0444613,"51.0444613, 2.6434487702288"
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.604305716244,51.0069146,"51.0069146, 2.604305716244"
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.6895389537109,51.0527661,"51.0527661, 2.6895389537109"
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.6548858237238,51.071043,"51.071043, 2.6548858237238"
 Maison quatre façades,4,1,274,419500,1531.02,Furnes,8630,Région flamande,2.7298247748665,51.0495264,"51.0495264, 2.7298247748665"
 Appartement,3,2,131,419990,3206.03,Kruishoutem,9770,Région flamande,3.5404462768494,50.9200896,"50.9200896, 3.5404462768494"
 Maison,11,11,361,419999,1163.43,Haine-Saint-Paul,7100,Région wallonne,4.1883094,50.454942,"50.454942, 4.1883094"
 Maison,2,1,165,419999,2545.45,Isières,7822,Région wallonne,3.8181687,50.6637962,"50.6637962, 3.8181687"
 Appartement,3,1,110,420000,3818.18,Ixelles,1050,Région de Bruxelles-Capitale,4.3815707,50.8222854,"50.8222854, 4.3815707"
 Maison quatre façades,4,2,270,420000,1555.56,Paliseul,6850,Région wallonne,5.1349041,49.9035269,"49.9035269, 5.1349041"
 Appartement,2,2,141,420000,2978.72,Anvers,2000,Région flamande,4.3997081,51.2211097,"51.2211097, 4.3997081"
 Appartement,2,2,97,420000,4329.9,Oostduinkerke,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,3,2,124,420000,3387.1,Rumbeke,8800,Région flamande,3.1223026883986,50.91511475,"50.91511475, 3.1223026883986"
 Appartement,1,1,62,420000,6774.19,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,3,1,170,420000,2470.59,Gooik,1755,Région flamande,4.1029840674511,50.7979738,"50.7979738, 4.1029840674511"
 Maison bel étage,4,2,210,420000,2000.0,Orbais,1360,Région wallonne,4.7631073,50.6376269,"50.6376269, 4.7631073"
 Maison,4,1,242,420000,1735.54,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,4,1,395,420000,1063.29,Herseaux,7712,Région wallonne,3.2342044,50.7227127,"50.7227127, 3.2342044"
 Appartement,2,2,113,420000,3716.81,Forest,7910,Région wallonne,3.5373149,50.6736151,"50.6736151, 3.5373149"
 Appartement,2,2,113,420000,3716.81,Forest,1190,Région de Bruxelles-Capitale,4.3177512,50.8091426,"50.8091426, 4.3177512"
 Appartement,2,1,92,420000,4565.22,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Appartement,2,1,116,420000,3620.69,Etterbeek,1040,Région de Bruxelles-Capitale,4.3895104,50.8368511,"50.8368511, 4.3895104"
 Appartement,2,2,136,420000,3088.24,Hal,1500,Région flamande,4.2374349,50.7360524,"50.7360524, 4.2374349"
 Appartement,5,3,200,420000,2100.0,Ellezelles,7890,Région wallonne,3.6802062,50.7338701,"50.7338701, 3.6802062"
 Loft,4,1,285,420000,1473.68,Herseaux,7712,Région wallonne,3.2342044,50.7227127,"50.7227127, 3.2342044"
 Maison,1,1,325,420000,1292.31,Roulers,8800,Région flamande,3.14416,50.9687312,"50.9687312, 3.14416"
 Maison,1,1,325,420000,1292.31,Roulers,8800,Région flamande,3.1223026883986,50.91511475,"50.91511475, 3.1223026883986"
 Maison,1,1,325,420000,1292.31,Roulers,8800,Région flamande,3.1627760972777,50.9042588,"50.9042588, 3.1627760972777"
 Maison,1,1,325,420000,1292.31,Roulers,8800,Région flamande,3.124765,50.9444948,"50.9444948, 3.124765"
 Appartement,3,1,105,420000,4000.0,Rixensart,1330,Région wallonne,4.5272896887008,50.7133548,"50.7133548, 4.5272896887008"
 Maison,4,1,220,420000,1909.09,Opwijk,1745,Région flamande,4.1896665,50.9690529,"50.9690529, 4.1896665"
 Maison,5,1,310,420000,1354.84,Herseaux,7712,Région wallonne,3.2342044,50.7227127,"50.7227127, 3.2342044"
 Maison,2,2,204,420000,2058.82,Merksem,2170,Région flamande,4.4453401635115,51.24994295,"51.24994295, 4.4453401635115"
 Maison,4,2,180,420000,2333.33,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Maison,3,1,300,420000,1400.0,Ormeignies,7802,Région wallonne,3.7516336,50.5947224,"50.5947224, 3.7516336"
 Maison quatre façades,4,1,215,420000,1953.49,Angleur,4031,Région wallonne,5.5954054,50.6128164,"50.6128164, 5.5954054"
 Appartement,3,1,130,420000,3230.77,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Immeuble à appartements,4,2,270,420000,1555.56,Paliseul,6850,Région wallonne,5.1349041,49.9035269,"49.9035269, 5.1349041"
 Maison,5,1,213,420000,1971.83,Hermalle-Sous-Argenteau,4681,Région wallonne,5.6808711,50.710544,"50.710544, 5.6808711"
 Maison,3,1,200,420000,2100.0,Ertvelde,9940,Région flamande,3.7471789,51.1793505,"51.1793505, 3.7471789"
 Appartement,2,1,75,420000,5600.0,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Maison,4,1,128,420000,3281.25,Grez-Doiceau,1390,Région wallonne,4.6962324,50.7386182,"50.7386182, 4.6962324"
 Maison,2,1,220,420000,1909.09,Leuze-En-Hainaut,7900,Région wallonne,3.617736902638,50.599042981582,"50.599042981582, 3.617736902638"
 Villa,4,1,188,420000,2234.04,Gammerages,1570,Région flamande,4.004789341376,50.7430853,"50.7430853, 4.004789341376"
 Villa,4,1,188,420000,2234.04,Gammerages,1570,Région flamande,4.0247359,50.76088,"50.76088, 4.0247359"
 Villa,4,1,188,420000,2234.04,Gammerages,1570,Région flamande,3.9709983,50.7527192,"50.7527192, 3.9709983"
 Duplex,3,2,124,420000,3387.1,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Duplex,3,2,146,421000,2883.56,Gavere,9890,Région flamande,3.6614192,50.9292335,"50.9292335, 3.6614192"
 Appartement,2,1,124,421600,3400.0,Rotheux-Rimière,4120,Région wallonne,5.4811796,50.5353385,"50.5353385, 5.4811796"
 Appartement,3,2,106,422910,3989.72,Coxyde,8670,Région flamande,2.6353426015022,51.1091101,"51.1091101, 2.6353426015022"
 Appartement,3,2,106,422910,3989.72,Coxyde,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,3,2,106,422910,3989.72,Coxyde,8670,Région flamande,2.7073119164927,51.09779175,"51.09779175, 2.7073119164927"
 Appartement,2,1,100,423000,4230.0,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Appartement,3,2,135,424000,3140.74,Alsemberg,1652,Région flamande,4.3281703413079,50.7449476,"50.7449476, 4.3281703413079"
 Maison quatre façades,5,2,3270,424000,129.66,Ferrières,4190,Région wallonne,5.605138,50.3999541,"50.3999541, 5.605138"
 Appartement,3,2,133,424960,3195.19,Le coq,8420,Région flamande,3.0049248,51.2415107,"51.2415107, 3.0049248"
 Appartement,3,2,133,424960,3195.19,Le coq,8420,Région flamande,3.0927740709639,51.3019771,"51.3019771, 3.0927740709639"
 Appartement,3,2,133,424960,3195.19,Le coq,8420,Région flamande,3.0238828,51.242521,"51.242521, 3.0238828"
 Appartement,3,1,107,425000,3971.96,Woluwe-Saint-Pierre,1150,Région de Bruxelles-Capitale,4.4432967,50.8292429,"50.8292429, 4.4432967"
 Maison,3,2,220,425000,1931.82,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Maison,3,2,220,425000,1931.82,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Maison,3,2,220,425000,1931.82,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Appartement,2,1,315,425000,1349.21,Hollogne-Sur-Geer,4250,Région wallonne,5.2045681,50.6770806,"50.6770806, 5.2045681"
 Maison,3,1,176,425000,2414.77,Nivelles,1400,Région wallonne,4.3319091758631,50.58916295,"50.58916295, 4.3319091758631"
 Appartement,1,1,96,425000,4427.08,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Villa,2,1,145,425000,2931.03,Petit-Enghien,7850,Région wallonne,4.0845939,50.6899321,"50.6899321, 4.0845939"
 Appartement,2,1,105,425000,4047.62,Etterbeek,1040,Région de Bruxelles-Capitale,4.3895104,50.8368511,"50.8368511, 4.3895104"
 Maison,6,2,266,425000,1597.74,Tubize,1480,Région wallonne,4.204696,50.69302,"50.69302, 4.204696"
 Maison,6,1,212,425000,2004.72,Grand-Rechain,4650,Région wallonne,5.8107674,50.6072867,"50.6072867, 5.8107674"
 Appartement,3,1,96,425000,4427.08,La Panne,8660,Région flamande,2.5896028375712,51.06926315,"51.06926315, 2.5896028375712"
 Appartement,3,1,96,425000,4427.08,La Panne,8660,Région flamande,2.5806696887141,51.09437775,"51.09437775, 2.5806696887141"
 Appartement,2,1,97,425000,4381.44,Bonheiden,2820,Région flamande,4.5378217779072,51.0261294,"51.0261294, 4.5378217779072"
 Maison,4,1,200,425000,2125.0,Walhain,1457,Région wallonne,4.6952724,50.6182838,"50.6182838, 4.6952724"
 Appartement,2,1,117,425000,3632.48,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Appartement,2,1,117,425000,3632.48,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Appartement,2,1,117,425000,3632.48,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Flat,2,1,119,425000,3571.43,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Appartement,3,1,102,425000,4166.67,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Appartement,3,1,110,425000,3863.64,Saint-Gilles,1060,Région de Bruxelles-Capitale,4.345668,50.8267409,"50.8267409, 4.345668"
 Maison,3,2,170,425000,2500.0,Genappe,1470,Région wallonne,4.4479459851741,50.60800575,"50.60800575, 4.4479459851741"
 Appartement,3,1,100,425000,4250.0,Etterbeek,1040,Région de Bruxelles-Capitale,4.3895104,50.8368511,"50.8368511, 4.3895104"
 Maison,6,2,266,425000,1597.74,Ittre,1460,Région wallonne,4.2611675641255,50.6463367,"50.6463367, 4.2611675641255"
 Maison,2,1,238,425000,1785.71,Sprimont,4140,Région wallonne,5.6466570762919,50.5065636,"50.5065636, 5.6466570762919"
 Maison,4,1,190,425000,2236.84,Hal,1500,Région flamande,4.2374349,50.7360524,"50.7360524, 4.2374349"
 Appartement,2,1,113,425000,3761.06,Ixelles,1050,Région de Bruxelles-Capitale,4.3815707,50.8222854,"50.8222854, 4.3815707"
 Maison,4,2,240,425000,1770.83,Grez-Doiceau,1390,Région wallonne,4.6962324,50.7386182,"50.7386182, 4.6962324"
 Maison quatre façades,3,1,159,425000,2672.96,Le coq,8420,Région flamande,3.0049248,51.2415107,"51.2415107, 3.0049248"
 Maison quatre façades,3,1,159,425000,2672.96,Le coq,8420,Région flamande,3.0927740709639,51.3019771,"51.3019771, 3.0927740709639"
 Maison quatre façades,3,1,159,425000,2672.96,Le coq,8420,Région flamande,3.0238828,51.242521,"51.242521, 3.0238828"
 Maison,5,1,208,425000,2043.27,Bettincourt,4300,Région wallonne,5.235361,50.7099793,"50.7099793, 5.235361"
 Maison quatre façades,3,1,235,425000,1808.51,Machelen,1830,Région flamande,4.4353614,50.9124219,"50.9124219, 4.4353614"
 Maison quatre façades,3,1,235,425000,1808.51,Machelen,9870,Région flamande,3.4858873,50.9591856,"50.9591856, 3.4858873"
 Maison,3,1,145,425000,2931.03,Oostakker,9041,Région flamande,3.7644128,51.1001986,"51.1001986, 3.7644128"
 Maison,2,2,100,425000,4250.0,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,4,1,125,425000,3400.0,Auderghem,1160,Région de Bruxelles-Capitale,4.4331389,50.8156571,"50.8156571, 4.4331389"
 Appartement,2,1,95,425000,4473.68,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Appartement,2,1,95,425000,4473.68,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Appartement,2,1,95,425000,4473.68,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Maison quatre façades,4,2,440,425000,965.91,Quevaucamps,7972,Région wallonne,3.6909731,50.5302519,"50.5302519, 3.6909731"
 Penthouse,2,1,95,425000,4473.68,Gand,9000,Région flamande,3.7141549000597,51.0397129,"51.0397129, 3.7141549000597"
 Appartement,2,1,110,425000,3863.64,Woluwe-Saint-Pierre,1150,Région de Bruxelles-Capitale,4.4432967,50.8292429,"50.8292429, 4.4432967"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.8392513,50.7654043,"50.7654043, 3.8392513"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.897035,50.8218582,"50.8218582, 3.897035"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.923884698906,50.7386591,"50.7386591, 3.923884698906"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.879789,50.7689045,"50.7689045, 3.879789"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.8718226231289,50.78113635,"50.78113635, 3.8718226231289"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.8625157,50.7622936,"50.7622936, 3.8625157"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.9446436,51.1742698,"51.1742698, 3.9446436"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.9040294677949,50.77876845,"50.77876845, 3.9040294677949"
 Maison,4,1,200,425000,2125.0,Grammont,9500,Région flamande,3.8252714980661,50.76432255,"50.76432255, 3.8252714980661"
 Appartement,2,2,114,425000,3728.07,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,2,2,102,425000,4166.67,Tilff,4130,Région wallonne,5.594232762079,50.5613241,"50.5613241, 5.594232762079"
 Appartement,2,1,85,425000,5000.0,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Maison,4,1,161,425000,2639.75,Assebroek,8310,Région flamande,3.2570785402003,51.1933202,"51.1933202, 3.2570785402003"
 Maison,6,2,330,425000,1287.88,Trooz,4870,Région wallonne,5.6883726,50.5728102,"50.5728102, 5.6883726"
 Maison,4,1,238,425000,1785.71,Rixensart,1330,Région wallonne,4.5272896887008,50.7133548,"50.7133548, 4.5272896887008"
 Appartement,3,1,97,425000,4381.44,Nieuport,8620,Région flamande,2.7283986495034,51.14416005,"51.14416005, 2.7283986495034"
 Appartement,3,1,97,425000,4381.44,Nieuport,8620,Région flamande,2.7811249526825,51.10665355,"51.10665355, 2.7811249526825"
 Appartement,3,1,97,425000,4381.44,Nieuport,8620,Région flamande,2.7781339,51.1300222,"51.1300222, 2.7781339"
 Appartement,2,1,125,425000,3400.0,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Maison,3,1,147,425000,2891.16,Beez,5000,Région wallonne,4.9219558,50.4687313,"50.4687313, 4.9219558"
 Appartement,2,1,86,425000,4941.86,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,3,1,150,425000,2833.33,Limelette,1342,Région wallonne,4.5549022761211,50.6851551,"50.6851551, 4.5549022761211"
 Appartement,1,1,67,425000,6343.28,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.8392513,50.7654043,"50.7654043, 3.8392513"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.897035,50.8218582,"50.8218582, 3.897035"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.923884698906,50.7386591,"50.7386591, 3.923884698906"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.879789,50.7689045,"50.7689045, 3.879789"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.8718226231289,50.78113635,"50.78113635, 3.8718226231289"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.8625157,50.7622936,"50.7622936, 3.8625157"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.9446436,51.1742698,"51.1742698, 3.9446436"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.9040294677949,50.77876845,"50.77876845, 3.9040294677949"
 Maison,4,1,163,425000,2607.36,Grammont,9500,Région flamande,3.8252714980661,50.76432255,"50.76432255, 3.8252714980661"
 Maison,4,3,195,425000,2179.49,Schaerbeek,1030,Région de Bruxelles-Capitale,4.3737121,50.8676041,"50.8676041, 4.3737121"
 Penthouse,2,1,108,425000,3935.19,Nazareth,9810,Région flamande,3.5963218,50.959802,"50.959802, 3.5963218"
 Villa,4,2,165,425000,2575.76,Soignies,7060,Région wallonne,4.0732968,50.5775309,"50.5775309, 4.0732968"
 Maison,4,1,183,425000,2322.4,Evere,1140,Région de Bruxelles-Capitale,4.4021602,50.8704524,"50.8704524, 4.4021602"
 Maison,3,1,170,425000,2500.0,Hal,1500,Région flamande,4.2374349,50.7360524,"50.7360524, 4.2374349"
 Appartement,2,1,83,425000,5120.48,Heist-Aan-Zee,8301,Région flamande,3.2505004,51.3126954,"51.3126954, 3.2505004"
 Loft,3,1,200,425000,2125.0,Reet,2840,Région flamande,4.4058899586301,51.1044854,"51.1044854, 4.4058899586301"
 Appartement,2,1,80,425000,5312.5,Nieuport,8620,Région flamande,2.7283986495034,51.14416005,"51.14416005, 2.7283986495034"
 Appartement,2,1,80,425000,5312.5,Nieuport,8620,Région flamande,2.7811249526825,51.10665355,"51.10665355, 2.7811249526825"
 Appartement,2,1,80,425000,5312.5,Nieuport,8620,Région flamande,2.7781339,51.1300222,"51.1300222, 2.7781339"
 Maison,3,2,210,425000,2023.81,Alveringhem,8690,Région flamande,2.7225688102727,51.01509585,"51.01509585, 2.7225688102727"
 Maison,3,2,210,425000,2023.81,Alveringhem,8690,Région flamande,2.6903321,50.9800701,"50.9800701, 2.6903321"
 Maison,3,2,210,425000,2023.81,Alveringhem,8690,Région flamande,2.7051716,51.0235332,"51.0235332, 2.7051716"
 Maison,3,2,210,425000,2023.81,Alveringhem,8690,Région flamande,2.6881434,50.9945231,"50.9945231, 2.6881434"
 Maison,3,1,145,425000,2931.03,Waterloo,1410,Région wallonne,4.3978047,50.7173563,"50.7173563, 4.3978047"
 Appartement,2,2,101,425000,4207.92,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Loft,4,1,198,425000,2146.46,Fléron,4620,Région wallonne,5.6832219,50.6168354,"50.6168354, 5.6832219"
 Maison avec commerce,3,3,260,425000,1634.62,Anvers,2000,Région flamande,4.3997081,51.2211097,"51.2211097, 4.3997081"
 Maison de rangée,3,1,150,425125,2834.17,Aalter,9880,Région flamande,3.4176803282422,51.088195,"51.088195, 3.4176803282422"
 Maison,4,2,157,425250,2708.6,Mariakerke,9030,Région flamande,3.6781210300259,51.0731177,"51.0731177, 3.6781210300259"
 Duplex,3,2,148,426000,2878.38,Gavere,9890,Région flamande,3.6614192,50.9292335,"50.9292335, 3.6614192"
 Maison,4,2,170,426000,2505.88,Grimbergen,1850,Région flamande,4.4013732626459,50.95030565,"50.95030565, 4.4013732626459"
 Maison,3,1,248,427000,1721.77,Flamierge,6686,Région wallonne,5.6038758,50.0333519,"50.0333519, 5.6038758"
 Appartement,2,1,86,427500,4970.93,Saint-Idesbald,8670,Région flamande,2.6353426015022,51.1091101,"51.1091101, 2.6353426015022"
 Appartement,2,1,86,427500,4970.93,Saint-Idesbald,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,2,1,86,427500,4970.93,Saint-Idesbald,8670,Région flamande,2.7073119164927,51.09779175,"51.09779175, 2.7073119164927"
 Maison Trois Façades,5,2,126,428000,3396.83,Loppem,8210,Région flamande,3.1955523,51.1557488,"51.1557488, 3.1955523"
 Maison,5,1,282,429000,1521.28,Kalken,9270,Région flamande,3.918568,51.0370133,"51.0370133, 3.918568"
 Maison quatre façades,4,2,217,429000,1976.96,Nieuport,8620,Région flamande,2.7283986495034,51.14416005,"51.14416005, 2.7283986495034"
 Maison quatre façades,4,2,217,429000,1976.96,Nieuport,8620,Région flamande,2.7811249526825,51.10665355,"51.10665355, 2.7811249526825"
 Maison quatre façades,4,2,217,429000,1976.96,Nieuport,8620,Région flamande,2.7781339,51.1300222,"51.1300222, 2.7781339"
 Maison,4,2,206,429000,2082.52,Bruxelles,1000,Région de Bruxelles-Capitale,4.351697,50.8465573,"50.8465573, 4.351697"
 Appartement,3,1,122,429000,3516.39,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Appartement,3,1,122,429000,3516.39,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Appartement,3,1,122,429000,3516.39,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Appartement,3,1,105,429000,4085.71,Woluwe-Saint-Lambert,1200,Région de Bruxelles-Capitale,4.4284842,50.8466928,"50.8466928, 4.4284842"
 Maison,5,3,182,429000,2357.14,Merksem,2170,Région flamande,4.4453401635115,51.24994295,"51.24994295, 4.4453401635115"
 Appartement,2,1,90,429000,4766.67,Woluwe-Saint-Lambert,1200,Région de Bruxelles-Capitale,4.4284842,50.8466928,"50.8466928, 4.4284842"
 Maison quatre façades,5,1,195,429000,2200.0,Beyne-Heusay,4610,Région wallonne,5.6534141,50.6220566,"50.6220566, 5.6534141"
 Duplex,2,1,220,429000,1950.0,Forest,7910,Région wallonne,3.5373149,50.6736151,"50.6736151, 3.5373149"
 Duplex,2,1,220,429000,1950.0,Forest,1190,Région de Bruxelles-Capitale,4.3177512,50.8091426,"50.8091426, 4.3177512"
 Appartement,1,1,61,429000,7032.79,Knokke,8300,Région flamande,3.3233738606453,51.34942965,"51.34942965, 3.3233738606453"
 Maison,4,2,181,429000,2370.17,Vielsalm,6690,Région wallonne,5.9170187,50.2883685,"50.2883685, 5.9170187"
 Maison,4,2,173,429000,2479.77,Estaimpuis,7730,Région wallonne,3.2640184,50.7059794,"50.7059794, 3.2640184"
 Maison,3,1,160,429000,2681.25,Ekeren,2180,Région flamande,4.4322870782182,51.2842045,"51.2842045, 4.4322870782182"
 Maison,3,1,161,429500,2667.7,Jette,1090,Région de Bruxelles-Capitale,4.3260903,50.8777634,"50.8777634, 4.3260903"
 Maison quatre façades,3,1,241,429500,1782.16,Nazareth,9810,Région flamande,3.5963218,50.959802,"50.959802, 3.5963218"
 Maison,3,1,161,429999,2670.8,Wemmel,1780,Région flamande,4.3108723,50.9145955,"50.9145955, 4.3108723"
 Appartement,2,2,120,430000,3583.33,Uccle,1180,Région de Bruxelles-Capitale,4.3372348,50.8018201,"50.8018201, 4.3372348"
 Appartement,2,1,90,430000,4777.78,Auderghem,1160,Région de Bruxelles-Capitale,4.4331389,50.8156571,"50.8156571, 4.4331389"
 Maison,4,3,360,430000,1194.44,Beveren-Waas,9120,Région flamande,4.194377,51.2191283,"51.2191283, 4.194377"
 Maison,4,3,360,430000,1194.44,Beveren-Waas,9120,Région flamande,4.2821446,51.2211394,"51.2211394, 4.2821446"
 Maison,4,3,360,430000,1194.44,Beveren-Waas,9120,Région flamande,4.2588008641609,51.2652143,"51.2652143, 4.2588008641609"
 Maison,4,3,360,430000,1194.44,Beveren-Waas,9120,Région flamande,4.2383861,51.1806482,"51.1806482, 4.2383861"
 Maison quatre façades,3,1,204,430000,2107.84,Nieuport,8620,Région flamande,2.7283986495034,51.14416005,"51.14416005, 2.7283986495034"
 Maison quatre façades,3,1,204,430000,2107.84,Nieuport,8620,Région flamande,2.7811249526825,51.10665355,"51.10665355, 2.7811249526825"
 Maison quatre façades,3,1,204,430000,2107.84,Nieuport,8620,Région flamande,2.7781339,51.1300222,"51.1300222, 2.7781339"
 Appartement,2,1,1000,430000,430.0,Bouffioulx,6200,Région wallonne,4.5151961,50.390213,"50.390213, 4.5151961"
 Immeuble à appartements,2,1,1000,430000,430.0,Bouffioulx,6200,Région wallonne,4.5151961,50.390213,"50.390213, 4.5151961"
 Maison,3,1,204,430000,2107.84,Waregem,8790,Région flamande,3.4257380400092,50.87620025,"50.87620025, 3.4257380400092"
 Château,2,1,1000,430000,430.0,Bouffioulx,6200,Région wallonne,4.5151961,50.390213,"50.390213, 4.5151961"
 Maison,3,1,105,430000,4095.24,Woluwe-Saint-Pierre,1150,Région de Bruxelles-Capitale,4.4432967,50.8292429,"50.8292429, 4.4432967"
 Ferme,2,1,1000,430000,430.0,Bouffioulx,6200,Région wallonne,4.5151961,50.390213,"50.390213, 4.5151961"
 Maison,4,2,200,430000,2150.0,Vilvorde,1800,Région flamande,4.4551981,50.9271744,"50.9271744, 4.4551981"
 Maison,4,2,200,430000,2150.0,Vilvorde,1800,Région flamande,4.4329052514838,50.92813655,"50.92813655, 4.4329052514838"
 Maison,4,2,317,430000,1356.47,Saint-Nicolas,4420,Région wallonne,5.539419,50.6305341,"50.6305341, 5.539419"
 Appartement,3,2,150,430000,2866.67,Molenbeek-Saint-Jean,1080,Région de Bruxelles-Capitale,4.3227779,50.8543551,"50.8543551, 4.3227779"
 Maison Trois Façades,6,2,250,430000,1720.0,Engis,4480,Région wallonne,5.4043113,50.582433,"50.582433, 5.4043113"
 Appartement,2,1,67,430000,6417.91,Oostduinkerke,8670,Région flamande,2.7012679966518,51.12531835,"51.12531835, 2.7012679966518"
 Appartement,2,1,106,430000,4056.6,Woluwe-Saint-Lambert,1200,Région de Bruxelles-Capitale,4.4284842,50.8466928,"50.8466928, 4.4284842"
 Appartement,3,2,126,430000,3412.7,Braine-L'Alleud,1420,Région wallonne,4.3548145440335,50.6940942,"50.6940942, 4.3548145440335"
 Maison,3,1,300,430000,1433.33,Wanfercée-Baulet,6224,Région wallonne,4.5816274059151,50.47584335,"50.47584335, 4.5816274059151"
 Maison,6,2,478,430000,899.58,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Appartement,2,2,104,430000,4134.62,Woluwe-Saint-Lambert,1200,Région de Bruxelles-Capitale,4.4284842,50.8466928,"50.8466928, 4.4284842"
 Maison,4,1,160,432000,2700.0,Aalter,9880,Région flamande,3.4176803282422,51.088195,"51.088195, 3.4176803282422"
